id_fixture,season,current_league,league_match,date_fixture,round_fixture,referee,team_id,team_name,home_away,opponent_id,opponent_name,score_home_ht,score_away_ht,score_home_ft,score_away_ft,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,form_last_5,form_att_last_5,form_def_last_5,form_goal_for_average_last_5,form_goal_against_average_last_5,for_total_goal_home,for_total_goal_away,for_total_goal,for_total_average_goals_home,for_total_average_goals_away,for_total_average_goals,for_0-15_goal_total,for_0-15_goal_percentage,for_16-30_goal_total,for_16-30_goal_percentage,for_31-45_goal_total,for_31-45_goal_percentage,for_46-60_goal_total,for_46-60_goal_percentage,for_61-75_goal_total,for_61-75_goal_percentage,for_76-90_goal_total,for_76-90_goal_percentage,for_91-105_goal_total,for_91-105_goal_percentage,for_106-120_goal_total,for_106-120_goal_percentage,for_0.5_over,for_0.5_under,for_1.5_over,for_1.5_under,for_2.5_over,for_2.5_under,for_3.5_over,for_3.5_under,for_4.5_over,for_4.5_under,against_total_goal_home,against_total_goal_away,against_total_goal,against_total_average_goals_home,against_total_average_goals_away,against_total_average_goals,against_0-15_goal_total,against_0-15_goal_percentage,against_16-30_goal_total,against_16-30_goal_percentage,against_31-45_goal_total,against_31-45_goal_percentage,against_46-60_goal_total,against_46-60_goal_percentage,against_61-75_goal_total,against_61-75_goal_percentage,against_76-90_goal_total,against_76-90_goal_percentage,against_91-105_goal_total,against_91-105_goal_percentage,against_106-120_goal_total,against_106-120_goal_percentage,against_0.5_over,against_0.5_under,against_1.5_over,against_1.5_under,against_2.5_over,against_2.5_under,against_3.5_over,against_3.5_under,against_4.5_over,against_4.5_under,wins_home,wins_away,draws_home,draws_away,loses_home,loses_away,clean_sheet_home,clean_sheet_away,clean_sheet_total,comparison_form,comparison_att,comparison_def,comparison_poisson_distribution,comparison_h2h,comparison_goals,comparison_tot,predict_winner_predict_id,predict_winner_predict_name,predict_win_or_draw,predict_under_over,predict_goal_home,predict_goal_away,predict_advice,predict_percent_home,predict_percent_draw,predict_percent_away,Assists,Counter Attacks,Cross Attacks,Free Kicks,Goals,Goal Attempts,Substitutions,Throwins,Medical Treatment
199574,2015,88,88,2016-03-12T17:30:00+00:00,Regular Season - 27,"Danny Desmond Makkelie, Netherlands",193,PEC Zwolle,0,415,Twente,0,1,2,1,6,8,19.0,5,8.0,11.0,0,5,3,57.0,1,0,3,449.0,356.0,79.0,0.6,0.44,0.69,1.4,1.0,25,17,42,1.9,1.3,1.6,7.0,16.28%,5.0,11.63%,10.0,23.26%,8.0,18.60%,6.0,13.95%,3.0,6.98%,4.0,9.30%,,,20,6,13,13,5,21,2,24,2,24,22,15,37,1.7,1.2,1.4,5.0,13.89%,4.0,11.11%,5.0,13.89%,6.0,16.67%,5.0,13.89%,9.0,25.00%,2.0,5.56%,,,21,5,11,15,3,23,1,25,1,25,7,4,2,3,4,6,1,4,5,0.43,0.41,0.38,0.54,0.38,0.43,0.428,415.0,Twente,True,,-2.5,-2.5,Double chance : Twente or draw,0.45,0.45,0.1,,,,,,,,,
199585,2015,88,88,2016-03-19T18:45:00+00:00,Regular Season - 28,"Jochem Kamphuis, Netherlands",193,PEC Zwolle,1,195,Willem II,2,1,4,1,8,7,21.0,6,13.0,8.0,0,4,1,51.0,0,0,4,392.0,304.0,78.0,0.6,0.57,0.64,1.6,1.0,25,18,43,1.9,1.3,1.6,7.0,15.91%,6.0,13.64%,10.0,22.73%,8.0,18.18%,6.0,13.64%,3.0,6.82%,4.0,9.09%,,,21,6,13,14,5,22,2,25,2,25,22,17,39,1.7,1.2,1.4,5.0,13.16%,4.0,10.53%,5.0,13.16%,8.0,21.05%,5.0,13.16%,9.0,23.68%,2.0,5.26%,,,22,5,12,15,3,24,1,26,1,26,7,4,2,3,4,7,1,4,5,0.69,0.8,0.62,0.6,1.0,1.0,0.6779999999999999,193.0,PEC Zwolle,True,,-2.5,-1.5,Double chance : PEC Zwolle or draw,0.5,0.5,0.0,,,,,,,,,
199599,2015,88,88,2016-04-03T14:45:00+00:00,Regular Season - 29,"Kevin Blom,",193,PEC Zwolle,0,194,Ajax,3,0,3,0,1,1,5.0,3,2.0,3.0,0,2,2,47.0,0,0,2,448.0,346.0,77.0,0.6,0.6,0.67,1.8,1.0,29,18,47,2.1,1.3,1.7,7.0,14.58%,8.0,16.67%,10.0,20.83%,9.0,18.75%,6.0,12.50%,3.0,6.25%,5.0,10.42%,,,22,6,14,14,6,22,3,25,2,26,23,17,40,1.6,1.2,1.4,5.0,12.82%,4.0,10.26%,6.0,15.38%,8.0,20.51%,5.0,12.82%,9.0,23.08%,2.0,5.13%,,,23,5,12,16,3,25,1,27,1,27,8,4,2,3,4,7,1,4,5,0.41,0.38,0.38,0.24,0.25,0.33,0.332,194.0,Ajax,True,,-3.5,-2.5,Double chance : Ajax or draw,0.5,0.5,0.0,,,,,,,,,
199600,2015,88,88,2016-04-08T18:00:00+00:00,Regular Season - 30,"Siemen Mulder, Netherlands",193,PEC Zwolle,1,414,Roda,0,1,3,1,5,4,11.0,2,7.0,4.0,0,5,7,61.0,1,0,4,471.0,370.0,79.0,0.4,0.47,0.47,1.4,1.6,29,18,47,2.1,1.2,1.6,7.0,14.58%,8.0,16.67%,10.0,20.83%,9.0,18.75%,6.0,12.50%,3.0,6.25%,5.0,10.42%,,,22,7,14,15,6,23,3,26,2,27,23,20,43,1.6,1.3,1.5,6.0,14.29%,5.0,11.90%,7.0,16.67%,8.0,19.05%,5.0,11.90%,9.0,21.43%,2.0,4.76%,,,24,5,13,16,4,25,1,28,1,28,8,4,2,3,4,8,1,4,5,0.5,0.47,0.47,0.62,0.85,0.75,0.61,193.0,PEC Zwolle,True,,-2.5,-2.5,Double chance : PEC Zwolle or draw,0.45,0.45,0.1,,,,,,,,,
199612,2015,88,88,2016-04-16T17:45:00+00:00,Regular Season - 31,"Jeroen Manschot, Netherlands",193,PEC Zwolle,0,201,AZ Alkmaar,2,0,5,1,3,3,9.0,3,4.0,5.0,0,2,1,41.0,2,1,12,316.0,211.0,67.0,0.6,0.77,0.38,2.0,1.6,32,18,50,2.1,1.2,1.7,7.0,13.73%,8.0,15.69%,10.0,19.61%,10.0,19.61%,7.0,13.73%,4.0,7.84%,5.0,9.80%,,,23,7,15,15,7,23,3,27,2,28,24,20,44,1.6,1.3,1.5,6.0,13.95%,5.0,11.63%,8.0,18.60%,8.0,18.60%,5.0,11.63%,9.0,20.93%,2.0,4.65%,,,25,5,13,17,4,26,1,29,1,29,9,4,2,3,4,8,1,4,5,0.56,0.5,0.56,0.46,0.29,0.36,0.455,201.0,AZ Alkmaar,True,,-2.5,-2.5,Double chance : AZ Alkmaar or draw,0.45,0.45,0.1,,,,,,,,,
199620,2015,88,88,2016-04-20T16:30:00+00:00,Regular Season - 32,"Edwin Van de Graaf, Netherlands",193,PEC Zwolle,1,413,NEC Nijmegen,2,0,2,0,3,6,12.0,3,6.0,6.0,0,5,4,48.0,0,0,4,409.0,310.0,76.0,0.4,0.9,0.0,1.8,2.4,32,19,51,2.1,1.2,1.6,7.0,13.46%,8.0,15.38%,10.0,19.23%,10.0,19.23%,8.0,15.38%,4.0,7.69%,5.0,9.62%,,,24,7,15,16,7,24,3,28,2,29,24,25,49,1.6,1.6,1.6,6.0,12.50%,7.0,14.58%,8.0,16.67%,8.0,16.67%,7.0,14.58%,10.0,20.83%,2.0,4.17%,,,26,5,14,17,5,26,2,29,2,29,9,4,2,3,4,9,1,4,5,0.46,0.56,0.4,0.67,0.62,0.54,0.542,193.0,PEC Zwolle,True,,-2.5,-2.5,Double chance : PEC Zwolle or draw,0.45,0.45,0.1,,,,,,,,,
199632,2015,88,88,2016-05-01T12:30:00+00:00,Regular Season - 33,"Bas Nijhuis, Netherlands",193,PEC Zwolle,0,196,Excelsior,0,1,2,2,6,6,14.0,2,9.0,5.0,0,5,0,53.0,2,0,2,426.0,314.0,74.0,0.6,0.77,0.23,2.0,2.0,34,19,53,2.1,1.2,1.7,7.0,12.96%,10.0,18.52%,10.0,18.52%,10.0,18.52%,8.0,14.81%,4.0,7.41%,5.0,9.26%,,,25,7,16,16,7,25,3,29,2,30,24,25,49,1.5,1.6,1.5,6.0,12.50%,7.0,14.58%,8.0,16.67%,8.0,16.67%,7.0,14.58%,10.0,20.83%,2.0,4.17%,,,26,6,14,18,5,27,2,30,2,30,10,4,2,3,4,9,2,4,6,0.9,0.77,0.52,0.59,0.88,0.9,0.76,193.0,PEC Zwolle,True,,-1.5,-2.5,Double chance : draw or PEC Zwolle,0.1,0.45,0.45,,,,,,,,,
199639,2015,88,88,2016-05-08T12:30:00+00:00,Regular Season - 34,"Pol van Boekel, Netherlands",193,PEC Zwolle,1,197,PSV Eindhoven,0,2,1,3,4,4,13.0,5,5.0,8.0,17,6,2,45.0,3,0,6,334.0,238.0,71.0,0.47,0.38,0.48,1.6,2.2,34,21,55,2.1,1.2,1.7,8.0,14.29%,10.0,17.86%,10.0,17.86%,10.0,17.86%,9.0,16.07%,4.0,7.14%,5.0,8.93%,,,26,7,17,16,7,26,3,30,2,31,24,27,51,1.5,1.6,1.5,6.0,12.00%,7.0,14.00%,8.0,16.00%,8.0,16.00%,8.0,16.00%,11.0,22.00%,2.0,4.00%,,,27,6,15,18,5,28,2,31,2,31,10,4,2,4,4,9,2,4,6,0.32,0.32,0.27,0.28,0.29,0.44,0.32,197.0,PSV Eindhoven,False,1.5,-2.5,-4.5,Combo Winner : PSV Eindhoven and +1.5 goals,0.1,0.45,0.45,,,,,,,,,
199341,2015,88,88,2015-08-09T10:30:00+00:00,Regular Season - 1,"Bjorn Kuipers, Netherlands",194,Ajax,0,201,AZ Alkmaar,0,3,0,3,5,6,15.0,4,8.0,7.0,0,7,3,57.0,3,0,1,445.0,349.0,78.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.6,0.63,0.615,194.0,Ajax,True,,,,Double chance : draw or Ajax,0.0,0.5,0.5,,,,,,,,,
199350,2015,88,88,2015-08-15T17:45:00+00:00,Regular Season - 2,"Bas Nijhuis, Netherlands",194,Ajax,1,195,Willem II,1,0,3,0,7,5,15.0,3,8.0,7.0,0,5,1,53.0,0,0,1,433.0,347.0,80.0,1.0,0.23,1.0,3.0,0.0,0,3,3,0.0,3.0,3.0,1.0,33.33%,,,2.0,66.67%,,,,,,,,,,,1,0,1,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0.75,0.75,1.0,0.0,0.93,0.82,0.813,194.0,Ajax,False,,-3.5,-1.5,Winner : Ajax,0.5,0.5,0.0,,,,,,,,,
199362,2015,88,88,2015-08-23T12:30:00+00:00,Regular Season - 3,"Dennis Higler, Netherlands",194,Ajax,0,413,NEC Nijmegen,0,0,0,2,7,9,19.0,3,11.0,9.0,0,7,1,61.0,1,0,1,544.0,455.0,84.0,1.0,0.4,1.0,3.0,0.0,3,3,6,3.0,3.0,3.0,1.0,16.67%,1.0,16.67%,2.0,33.33%,,,1.0,16.67%,,,1.0,16.67%,,,2,0,2,0,2,0,0,2,0,2,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0,2,0,2,0,2,0,2,0,2,1,1,0,0,0,0,1,1,2,0.67,0.86,1.0,0.0,0.93,0.79,0.813,194.0,Ajax,False,,-1.5,-3.5,Winner : Ajax,0.0,0.5,0.5,,,,,,,,,
199371,2015,88,88,2015-08-30T10:30:00+00:00,Regular Season - 4,"Danny Desmond Makkelie, Netherlands",194,Ajax,1,198,ADO Den Haag,2,0,4,0,6,6,16.0,4,13.0,3.0,0,3,2,56.0,0,0,3,510.0,430.0,84.0,1.0,0.8,1.0,2.7,0.0,3,5,8,3.0,2.5,2.7,1.0,14.29%,1.0,14.29%,2.0,28.57%,1.0,14.29%,1.0,14.29%,,,1.0,14.29%,,,3,0,3,0,2,1,0,3,0,3,0,0,0,0.0,0.0,0.0,,,,,,,,,,,1.0,100.00%,,,,,0,3,0,3,0,3,0,3,0,3,1,2,0,0,0,0,1,2,3,0.64,0.53,1.0,1.0,0.85,0.71,0.6829999999999999,194.0,Ajax,True,,-3.5,-3.5,Double chance : Ajax or draw,0.45,0.45,0.1,,,,,,,,,
199377,2015,88,88,2015-09-12T17:45:00+00:00,Regular Season - 5,"Pol van Boekel, Netherlands",194,Ajax,0,415,Twente,1,0,2,2,5,6,16.0,5,7.0,9.0,0,6,2,64.0,3,0,1,497.0,408.0,82.0,1.0,0.86,1.0,3.0,0.0,7,5,12,3.5,2.5,3.0,1.0,9.09%,3.0,27.27%,2.0,18.18%,2.0,18.18%,2.0,18.18%,,,1.0,9.09%,,,4,0,4,0,3,1,1,3,0,4,0,0,0,0.0,0.0,0.0,,,,,,,,,,,1.0,100.00%,,,,,0,4,0,4,0,4,0,4,0,4,2,2,0,0,0,0,2,2,4,0.92,0.8,1.0,1.0,0.85,0.73,0.825,194.0,Ajax,False,1.5,-1.5,-6.5,Combo Winner : Ajax and +1.5 goals,0.0,0.5,0.5,,,,,,,,,
199390,2015,88,88,2015-09-20T12:30:00+00:00,Regular Season - 6,"Kevin Blom,",194,Ajax,0,196,Excelsior,0,2,0,2,8,4,12.0,0,8.0,4.0,0,5,1,59.0,1,0,2,500.0,401.0,80.0,0.87,1.0,0.83,2.8,0.4,7,7,14,3.5,2.3,2.8,1.0,7.69%,3.0,23.08%,2.0,15.38%,2.0,15.38%,3.0,23.08%,1.0,7.69%,1.0,7.69%,,,5,0,5,0,3,2,1,4,0,5,0,2,2,0.0,0.7,0.4,,,1.0,33.33%,,,1.0,33.33%,,,1.0,33.33%,,,,,1,4,1,4,0,5,0,5,0,5,2,2,0,1,0,0,2,2,4,0.76,0.74,0.8,0.66,1.0,0.83,0.758,194.0,Ajax,True,,-2.5,-3.5,Double chance : draw or Ajax,0.0,0.5,0.5,,,,,,,,,
199395,2015,88,88,2015-09-26T17:45:00+00:00,Regular Season - 7,"Richard Liesveld, Netherlands",194,Ajax,1,202,Groningen,1,0,2,0,6,9,18.0,3,12.0,6.0,0,4,2,50.0,0,0,1,483.0,403.0,83.0,0.87,1.0,0.85,2.6,0.4,7,9,16,3.5,2.3,2.7,1.0,6.67%,3.0,20.00%,4.0,26.67%,2.0,13.33%,3.0,20.00%,1.0,6.67%,1.0,6.67%,,,6,0,6,0,3,3,1,5,0,6,0,2,2,0.0,0.5,0.3,,,1.0,33.33%,,,1.0,33.33%,,,1.0,33.33%,,,,,1,5,1,5,0,6,0,6,0,6,2,3,0,1,0,0,2,3,5,0.59,0.65,0.71,1.0,0.71,0.64,0.66,194.0,Ajax,False,,-4.5,-2.5,Winner : Ajax,0.5,0.5,0.0,,,,,,,,,
199408,2015,88,88,2015-10-04T12:30:00+00:00,Regular Season - 8,"Bas Nijhuis, Netherlands",194,Ajax,1,197,PSV Eindhoven,1,1,1,2,2,4,8.0,2,3.0,5.0,0,1,1,41.0,3,0,3,358.0,259.0,72.0,0.87,1.0,0.83,2.4,0.4,9,9,18,3.0,2.3,2.6,1.0,5.88%,4.0,23.53%,4.0,23.53%,2.0,11.76%,3.0,17.65%,2.0,11.76%,1.0,5.88%,,,7,0,7,0,3,4,1,6,0,7,0,2,2,0.0,0.5,0.3,,,1.0,33.33%,,,1.0,33.33%,,,1.0,33.33%,,,,,1,6,1,6,0,7,0,7,0,7,3,3,0,1,0,0,3,3,6,0.57,0.48,0.71,1.0,0.6,0.44,0.56,194.0,Ajax,True,,-3.5,-3.5,Double chance : Ajax or draw,0.45,0.45,0.1,,,,,,,,,
199413,2015,88,88,2015-10-17T17:45:00+00:00,Regular Season - 9,"Kevin Blom,",194,Ajax,0,206,Heracles,0,2,0,2,6,5,12.0,1,5.0,7.0,0,5,2,52.0,2,0,3,432.0,310.0,72.0,0.67,0.65,0.76,2.2,0.8,10,9,19,2.5,2.3,2.4,2.0,11.11%,4.0,22.22%,4.0,22.22%,2.0,11.11%,3.0,16.67%,2.0,11.11%,1.0,5.56%,,,8,0,7,1,3,5,1,7,0,8,2,2,4,0.5,0.5,0.5,1.0,20.00%,1.0,20.00%,,,1.0,20.00%,,,2.0,40.00%,,,,,2,6,2,6,0,8,0,8,0,8,3,3,0,1,1,0,3,3,6,0.45,0.58,0.5,0.44,0.93,0.86,0.627,194.0,Ajax,True,,-2.5,-2.5,Double chance : draw or Ajax,0.1,0.45,0.45,,,,,,,,,
199426,2015,88,88,2015-10-25T12:30:00+00:00,Regular Season - 10,"Richard Liesveld, Netherlands",194,Ajax,0,200,Vitesse,0,0,1,3,7,2,12.0,3,9.0,3.0,0,5,2,52.0,2,0,4,417.0,334.0,80.0,0.67,0.64,0.71,1.8,0.8,10,11,21,2.5,2.2,2.3,3.0,15.00%,5.0,25.00%,4.0,20.00%,2.0,10.00%,3.0,15.00%,2.0,10.00%,1.0,5.00%,,,9,0,8,1,3,6,1,8,0,9,2,2,4,0.5,0.4,0.4,1.0,20.00%,1.0,20.00%,,,1.0,20.00%,,,2.0,40.00%,,,,,2,7,2,7,0,9,0,9,0,9,3,4,0,1,1,0,3,4,7,0.5,0.39,0.43,0.32,0.29,0.5,0.405,200.0,Vitesse,True,,-2.5,-2.5,Double chance : Vitesse or draw,0.45,0.45,0.1,,,,,,,,,
199431,2015,88,88,2015-10-31T18:45:00+00:00,Regular Season - 11,"Bjorn Kuipers, Netherlands",194,Ajax,1,414,Roda,3,0,6,0,11,8,23.0,4,17.0,6.0,0,9,0,65.0,0,0,2,560.0,477.0,85.0,0.8,0.67,0.8,2.0,0.6,10,14,24,2.5,2.3,2.4,3.0,13.04%,5.0,21.74%,4.0,17.39%,2.0,8.70%,5.0,21.74%,3.0,13.04%,1.0,4.35%,,,10,0,9,1,4,6,1,9,0,10,2,3,5,0.5,0.5,0.5,1.0,16.67%,1.0,16.67%,,,2.0,33.33%,,,2.0,33.33%,,,,,3,7,2,8,0,10,0,10,0,10,3,5,0,1,1,0,3,4,7,0.8,0.67,0.7,0.88,0.93,0.75,0.7879999999999999,194.0,Ajax,False,,-3.5,-1.5,Winner : Ajax,0.5,0.5,0.0,,,,,,,,,
199445,2015,88,88,2015-11-08T13:30:00+00:00,Regular Season - 12,"Bas Nijhuis, Netherlands",194,Ajax,0,209,Feyenoord,1,0,1,1,2,5,10.0,3,6.0,4.0,0,9,0,51.0,5,0,4,417.0,309.0,74.0,0.8,0.78,0.83,2.8,0.6,16,14,30,3.2,2.3,2.7,5.0,17.24%,6.0,20.69%,4.0,13.79%,3.0,10.34%,6.0,20.69%,4.0,13.79%,1.0,3.45%,,,11,0,10,1,5,6,2,9,1,10,2,3,5,0.4,0.5,0.5,1.0,16.67%,1.0,16.67%,,,2.0,33.33%,,,2.0,33.33%,,,,,3,8,2,9,0,11,0,11,0,11,4,5,0,1,1,0,4,4,8,0.5,0.54,0.63,0.62,0.93,0.8,0.67,194.0,Ajax,True,,-2.5,-2.5,Double chance : draw or Ajax,0.1,0.45,0.45,,,,,,,,,
199449,2015,88,88,2015-11-21T18:45:00+00:00,Regular Season - 13,"Ed Peter Janssen, Netherlands",194,Ajax,1,420,Cambuur,4,1,5,1,8,5,14.0,1,9.0,5.0,0,9,4,54.0,0,0,0,557.0,488.0,88.0,0.67,0.76,0.76,2.6,0.8,16,15,31,3.2,2.1,2.6,5.0,16.67%,6.0,20.00%,4.0,13.33%,4.0,13.33%,6.0,20.00%,4.0,13.33%,1.0,3.33%,,,12,0,10,2,5,7,2,10,1,11,2,4,6,0.4,0.6,0.5,1.0,14.29%,1.0,14.29%,1.0,14.29%,2.0,28.57%,,,2.0,28.57%,,,,,4,8,2,10,0,12,0,12,0,12,4,5,0,2,1,0,4,4,8,0.71,0.72,0.64,0.92,0.91,0.71,0.768,194.0,Ajax,False,,-4.5,-1.5,Winner : Ajax,0.5,0.5,0.0,,,,,,,,,
199461,2015,88,88,2015-11-29T13:30:00+00:00,Regular Season - 14,"Kevin Blom,",194,Ajax,0,193,PEC Zwolle,0,1,0,2,7,16,24.0,1,15.0,9.0,0,4,1,57.0,1,0,3,459.0,363.0,79.0,0.87,0.89,0.84,3.4,0.6,21,15,36,3.5,2.1,2.8,5.0,14.29%,8.0,22.86%,6.0,17.14%,4.0,11.43%,7.0,20.00%,4.0,11.43%,1.0,2.86%,,,13,0,11,2,6,7,3,10,2,11,3,4,7,0.5,0.6,0.5,1.0,12.50%,2.0,25.00%,1.0,12.50%,2.0,25.00%,,,2.0,25.00%,,,,,5,8,2,11,0,13,0,13,0,13,5,5,0,2,1,0,4,4,8,0.76,0.68,0.77,0.82,0.75,0.7,0.747,194.0,Ajax,False,,-2.5,-4.5,Winner : Ajax,0.0,0.5,0.5,,,,,,,,,
199469,2015,88,88,2015-12-05T19:45:00+00:00,Regular Season - 15,"Danny Desmond Makkelie, Netherlands",194,Ajax,1,210,Heerenveen,3,0,5,2,12,7,22.0,3,10.0,12.0,0,9,3,65.0,0,0,5,650.0,560.0,86.0,0.87,1.0,0.63,3.4,0.6,21,17,38,3.5,2.1,2.7,5.0,13.51%,8.0,21.62%,7.0,18.92%,4.0,10.81%,7.0,18.92%,5.0,13.51%,1.0,2.70%,,,14,0,12,2,6,8,3,11,2,12,3,4,7,0.5,0.5,0.5,1.0,12.50%,2.0,25.00%,1.0,12.50%,2.0,25.00%,,,2.0,25.00%,,,,,5,9,2,12,0,14,0,14,0,14,5,6,0,2,1,0,4,5,9,0.57,0.59,0.67,0.9,0.85,0.71,0.715,194.0,Ajax,False,1.5,-4.5,-2.5,Combo Winner : Ajax and +1.5 goals,0.45,0.45,0.1,,,,,,,,,
199479,2015,88,88,2015-12-13T11:30:00+00:00,Regular Season - 16,"Serdar Gozubuyuk, Netherlands",194,Ajax,0,207,Utrecht,0,0,1,0,1,0,7.0,6,6.0,1.0,0,1,2,64.0,1,0,3,580.0,497.0,86.0,0.87,1.0,0.71,3.8,0.8,26,17,43,3.7,2.1,2.9,6.0,14.29%,10.0,23.81%,7.0,16.67%,5.0,11.90%,8.0,19.05%,5.0,11.90%,1.0,2.38%,,,15,0,13,2,7,8,4,11,3,12,5,4,9,0.7,0.5,0.6,1.0,10.00%,2.0,20.00%,1.0,10.00%,3.0,30.00%,,,3.0,30.00%,,,,,6,9,3,12,0,15,0,15,0,15,6,6,0,2,1,0,4,5,9,0.59,0.66,0.67,0.76,0.75,0.73,0.693,194.0,Ajax,False,,-2.5,-4.5,Winner : Ajax,0.0,0.5,0.5,,,,,,,,,
199491,2015,88,88,2015-12-20T15:45:00+00:00,Regular Season - 17,"Richard Liesveld, Netherlands",194,Ajax,1,199,De Graafschap,1,1,2,1,10,5,19.0,4,15.0,4.0,0,13,5,64.0,1,0,2,501.0,427.0,85.0,0.67,0.62,0.76,2.6,1.0,26,17,43,3.7,1.9,2.7,6.0,14.29%,10.0,23.81%,7.0,16.67%,5.0,11.90%,8.0,19.05%,5.0,11.90%,1.0,2.38%,,,15,1,13,3,7,9,4,12,3,13,5,5,10,0.7,0.6,0.6,1.0,9.09%,2.0,18.18%,1.0,9.09%,3.0,27.27%,,,4.0,36.36%,,,,,7,9,3,13,0,16,0,16,0,16,6,6,0,2,1,1,4,5,9,0.77,0.72,0.64,0.92,1.0,0.88,0.7859999999999999,194.0,Ajax,False,1.5,-4.5,-1.5,Combo Winner : Ajax and +1.5 goals,0.5,0.5,0.0,,,,,,,,,
199497,2015,88,88,2016-01-17T11:30:00+00:00,Regular Season - 18,"Pol van Boekel, Netherlands",194,Ajax,0,198,ADO Den Haag,0,1,0,1,4,5,12.0,3,8.0,4.0,0,1,2,58.0,1,0,2,534.0,434.0,81.0,0.8,0.88,0.69,2.8,1.0,28,17,45,3.5,1.9,2.6,6.0,13.64%,11.0,25.00%,7.0,15.91%,5.0,11.36%,9.0,20.45%,5.0,11.36%,1.0,2.27%,,,16,1,14,3,7,10,4,13,3,14,6,5,11,0.8,0.6,0.6,1.0,8.33%,2.0,16.67%,2.0,16.67%,3.0,25.00%,,,4.0,33.33%,,,,,8,9,3,14,0,17,0,17,0,17,7,6,0,2,1,1,4,5,9,0.6,0.61,0.5,0.82,0.93,0.81,0.7120000000000001,194.0,Ajax,True,,-2.5,-3.5,Double chance : draw or Ajax,0.1,0.45,0.45,,,,,,,,,
199503,2015,88,88,2016-01-23T18:45:00+00:00,Regular Season - 19,"Bjorn Kuipers, Netherlands",194,Ajax,1,200,Vitesse,1,0,1,0,6,5,13.0,2,6.0,7.0,0,3,6,37.0,1,0,4,336.0,241.0,72.0,0.8,0.91,0.64,2.0,0.8,28,18,46,3.5,1.8,2.6,6.0,13.33%,12.0,26.67%,7.0,15.56%,5.0,11.11%,9.0,20.00%,5.0,11.11%,1.0,2.22%,,,17,1,14,4,7,11,4,14,3,15,6,5,11,0.8,0.5,0.6,1.0,8.33%,2.0,16.67%,2.0,16.67%,3.0,25.00%,,,4.0,33.33%,,,,,8,10,3,15,0,18,0,18,0,18,7,7,0,2,1,1,4,6,10,0.55,0.53,0.43,0.69,0.5,0.62,0.5529999999999999,194.0,Ajax,True,,-3.5,-2.5,Double chance : Ajax or draw,0.45,0.45,0.1,,,,,,,,,
199511,2015,88,88,2016-01-26T19:45:00+00:00,Regular Season - 20,"Dennis Higler, Netherlands",194,Ajax,1,206,Heracles,0,0,0,0,6,5,13.0,2,6.0,7.0,0,7,1,64.0,0,0,0,538.0,443.0,82.0,0.8,0.5,0.78,1.8,0.8,29,18,47,3.2,1.8,2.5,7.0,15.22%,12.0,26.09%,7.0,15.22%,5.0,10.87%,9.0,19.57%,5.0,10.87%,1.0,2.17%,,,18,1,14,5,7,12,4,15,3,16,6,5,11,0.7,0.5,0.6,1.0,8.33%,2.0,16.67%,2.0,16.67%,3.0,25.00%,,,4.0,33.33%,,,,,8,11,3,16,0,19,0,19,0,19,8,7,0,2,1,1,5,6,11,0.63,0.64,0.71,0.84,0.93,0.83,0.763,194.0,Ajax,False,,-3.5,-1.5,Winner : Ajax,0.5,0.5,0.0,,,,,,,,,
199524,2015,88,88,2016-01-31T11:30:00+00:00,Regular Season - 21,"Serdar Gozubuyuk, Netherlands",194,Ajax,0,414,Roda,1,2,2,2,3,0,5.0,2,2.0,3.0,0,3,2,54.0,2,0,1,502.0,437.0,87.0,0.67,0.31,0.85,0.8,0.4,29,18,47,2.9,1.8,2.4,7.0,15.22%,12.0,26.09%,7.0,15.22%,5.0,10.87%,9.0,19.57%,5.0,10.87%,1.0,2.17%,,,18,2,14,6,7,13,4,16,3,17,6,5,11,0.6,0.5,0.6,1.0,8.33%,2.0,16.67%,2.0,16.67%,3.0,25.00%,,,4.0,33.33%,,,,,8,12,3,17,0,20,0,20,0,20,8,7,1,2,1,1,6,6,12,0.59,0.44,0.71,0.86,0.93,0.82,0.725,194.0,Ajax,True,-3.5,-1.5,-2.5,Combo Double chance : draw or Ajax and -3.5 goals,0.1,0.45,0.45,,,,,,,,,
